Country Name;Time;General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS];Progression to secondary school (%) [SE.SEC.PROG.ZS];School enrollment, secondary (% gross) [SE.SEC.ENRR];School enrollment, secondary (% net) [SE.SEC.NENR];School enrollment, tertiary (% gross) [SE.TER.ENRR];Present value of external debt (% of GNI) [DT.DOD.PVLX.GN.ZS];GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG];GDP per capita (current US$) [NY.GDP.PCAP.CD];GDP (current US$) [NY.GDP.MKTP.CD];Life expectancy at birth, total (years) [SP.DYN.LE00.IN];Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS];Multidimensional poverty headcount ratio (World Bank) (% of population) [SI.POV.MPWB];Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS];Expense (% of GDP) [GC.XPN.TOTL.GD.ZS];Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS];Taxes on income, profits and capital gains (% of total taxes) [GC.TAX.YPKG.ZS];Control of Corruption: Percentile Rank [CC.PER.RNK];Government Effectiveness: Percentile Rank [GE.PER.RNK];Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]
Argentina;1974;13,15323273;29,05048;52,76239014;40,49867;22,88301086;;3,754159661;;;66,563;;;;;;;;;3,4
Argentina;1975;12,58917764;;54,38755035;41,97323;27,07715988;;-1,673528395;;;67,081;;;;;;;;;2,3
Argentina;1976;9,420094728;;55,88048172;;27,01173973;;-3,563802521;;;67,228;;;;;;;;;4,5
Argentina;1977;9,015409977;;55,62667847;;23,96474075;;5,238802842;;;67,861;;;;;;;;;2,8
Argentina;1978;11,16611167;;55,34373093;;21,25099945;;-6,027002039;;;68,197;;;;;;;;;2,8
Argentina;1979;11,00784596;;54,96628952;;22,12047005;;8,472518077;;;68,491;;;;;;;;;2
Argentina;1980;;;55,65438843;;21,71590042;;-0,077522758;;;68,564;;;;;;;;;2,3
Argentina;1981;;;56,83385849;;23,19234085;;-6,676587246;;;68,976;;;;;;;;;4,5
Argentina;1982;;;58,73199081;;23,95490074;;-2,285150415;;;68,937;;;;;;;;;4,73
Argentina;1983;;;59,59236908;;24,98277092;;2,735130038;3727,04801;1,0949E+11;69,267;;;;;;;;;4,17
Argentina;1984;;;65,26048279;;28,79282951;;0,021379788;3787,470679;1,12989E+11;69,195;;;;;;;;;3,54
Argentina;1985;;;70,21035767;;35,51288986;;-6,613093277;2919,283511;88416666667;69,651;;;;;;;;;5,3
Argentina;1986;;;70,23777771;;37,50738907;;4,561114003;3454,296334;1,06214E+11;70,119;;;;;;;;;4,4
Argentina;1987;4,714494499;;69,91692352;;39,40068817;;1,164689931;3492,691474;1,09029E+11;70,564;;;;;;;;;5,3
Argentina;1988;4,321910284;;70,39897919;;;;-2,570391833;4005,201258;1,26928E+11;71,052;;;;;;;;;6
Argentina;1989;4,494395965;;;;;;-8,527911411;2382,335862;76629657864;71,425;;;;;;;;;7,3
Argentina;1990;3,135428392;;72,40821838;;;;-3,877389883;4330,968191;1,41353E+11;71,784;;;;10,32544045;4,838513147;5,133741154;;;7,06
Argentina;1991;3,321761288;;73,74807739;;38,27970123;;7,589999664;5730,72381;1,8972E+11;72,319;;;;11,20554093;5,008236547;4,987968829;;;5,44
Argentina;1992;2,975538028;;;;;;6,450073131;6815,32933;2,28779E+11;72,43;;;;11,80110992;5,547922134;6,687768914;;;6,36
Argentina;1993;13,51037847;;;;;;6,747497372;6957,417499;2,36742E+11;72,565;;;;14,28185612;8,015138006;15,29420453;;;10,1
Argentina;1994;13,18690437;;71,08656311;;37,13759995;;4,420120785;7464,474737;2,5744E+11;73,172;;;;14,90079242;8,126437228;19,43338416;;;11,76
Argentina;1995;13,34945568;;;;;;-4,116880801;7383,70451;2,58032E+11;73,133;;;;15,51123069;8,054357652;17,95042054;;;18,8
Argentina;1996;12,50167766;;78,97640228;;;;4,204967319;7690,157003;2,7215E+11;73,307;;;;15,16554764;8,171787775;21,08770431;53,76343918;60,10929108;17,11
Argentina;1997;12,06201425;;74,94843292;;;;6,823321092;8176,771195;2,92859E+11;73,09;;;;15,01422186;8,690086356;21,32402347;;;14,82
Argentina;1998;12,494775;97,21217;81,11338043;74,40915;47,99156189;;2,654347597;8250,673174;2,98948E+11;73,474;;;;15,09880054;9,030526186;24,15007816;50,26737976;63,93442535;12,65
Argentina;1999;13,72321141;98,20092;92,76284027;76,26566;49,63843155;;-4,492112129;7735,32208;2,83523E+11;73,722;;;;16,7436857;9,076124336;25,00495475;;;14,05
Argentina;2000;13,78419131;97,69371;96,62178802;78,48781;54,33327103;;-1,906987498;7666,517834;2,84204E+11;73,926;8,22001076;;;16,83288838;9,622603502;25,10695559;52,12765884;54,64480972;15
Argentina;2001;14,15627431;97,39566;98,0622406;78,94955;58,79169083;;-5,453796978;7168,975872;2,68697E+11;74,186;8,37179852;;;16,9923529;9,324898794;26,56162071;;;17,32
Argentina;2002;12,2352473;96,5178;97,46813202;78,81052;62,05926132;;-11,84595039;2579,488769;97724004252;74,408;7,3933115;;;19,67717064;9,818958347;18,70318421;41,79894257;48,10810852;19,59
Argentina;2003;11,43805679;96,70928;96,50583649;78,51365;64,40245056;;7,719229637;3333,152904;1,27587E+11;74,08;6,89451647;;;19,83730299;12,5187797;22,04507389;40,2116394;55,13513565;15,36
Argentina;2004;11,11463607;95,86633;95,99761963;78,53653;64,8878479;;7,928157051;4258,160261;1,64658E+11;74,855;7,22868252;;;16,87634164;13,1007799;24,2023542;39,90147781;57,21393204;13,522
Argentina;2005;12,14186124;95,38558;94,18666077;77,93493;63,7323494;;7,732496999;5086,627761;1,98737E+11;75,139;7,61078882;;;;13,10317565;25,24701628;43,4146347;52,94117737;11,506
Argentina;2006;12,42941537;94,96292;92,96173096;77,80917;67,11859131;;6,934981738;5890,978002;2,32557E+11;75,433;7,64032793;;;;12,8788867;25,02567773;43,4146347;53,658535;10,078
Argentina;2007;12,9893239;95,16004;92,61042023;77,68491;66,90944672;;7,916210572;7210,595548;2,87531E+11;75,006;7,83455086;;;;12,44826845;20,56269787;44,17475891;53,88349533;8,47
Argentina;2008;13,63351326;95,31151;93,50382233;78,65304;68,81629181;;3,029785407;8977,506851;3,61558E+11;75,641;8,1826973;;;;13,31784636;18,66942376;39,80582428;52,42718506;7,837
Argentina;2009;15,90389675;95,87691;96,6370163;80,56529;71,03746033;;-6,867955225;8184,389889;3,32976E+11;75,936;9,45599556;;;;12,38304156;19,20280383;40,19138718;47,36841965;8,645
Argentina;2010;15,16371789;96,17801;99,23000336;82,09918;74,18753052;;9,844296398;10385,96443;4,23627E+11;75,721;9,44546413;0,8;;;12,85304269;19,16404823;44,76190567;51,67464066;7,714
Argentina;2011;15,68895652;96,62407;100,9938431;83,52317;77,42961121;;4,788683139;12848,73915;5,30158E+11;76,124;9,41819859;0,7;;;12,6636277;20,77794911;43,60189438;53,55450058;7,18
Argentina;2012;16,64543781;96,84399;102,7823029;85,89363;78,45590973;;-2,14528445;13082,66433;5,45982E+11;76,467;9,82726669;0,7;;;12,95284151;21,4742359;40,28435898;46,44549942;7,217
Argentina;2013;16,8062378;97,31649;104,5967484;87,09754;78,7686615;;1,265685175;13080,25473;5,52025E+11;76,491;9,78097916;0,7;;;12,45290276;23,33329976;40,75829315;45,49763107;7,1
Argentina;2014;16,94987574;97,40726;106,0921326;87,6325;81,16941071;;-3,57858051;12334,79825;5,2632E+11;76,755;9,67129993;0,6;;24,56978086;12,61096661;24,53457692;35,57692337;49,51922989;7,268
Argentina;2015;18,09837976;99,48824;107,5490723;88,44048;83,76258087;;1,629664279;13789,06042;5,94749E+11;76,76;10,22933674;;;25,00839323;12,33650694;27,22465457;33,80952454;50,95238113;
Argentina;2016;17,65457819;99,85158;109,6459427;89,88468;86,61788177;;-3,110063898;12790,26414;5,57532E+11;76,308;9,85558891;0,7;;26,17991648;12,09728364;21,86487263;45,7142868;63,80952454;
Argentina;2017;17,69689392;;110,4124069;90,79605;89,23294067;;1,757648183;14613,03565;6,43628E+11;76,833;10,23174763;0,6;;24,28253204;10,93962386;22,89825431;44,2857132;58,57143021;8,347
Argentina;2018;15,80509716;;109,6969986;;90,97283173;;-3,601609757;11795,16275;5,2482E+11;76,999;10,29146862;1,1;;22,68778062;9,992390084;18,51414353;53,80952454;52,8571434;9,221
Argentina;2019;16,44324159;;110,4985275;;95,0775528;;-2,969562499;9963,674162;4,47755E+11;77,284;10,04194355;1,1;;22,03648093;10,59439751;14,90869721;52,8571434;48,09523773;9,843
Argentina;2020;16,87300738;;112,4166794;;99,26622772;;-10,77027323;8500,837939;3,85741E+11;75,892;10,34701538;1,2;;25,84053076;10,86589638;15,18027288;47,61904907;43,33333206;11,461
Argentina;2021;15,738491;;116,5594482;;107,130661;;9,673920935;10650,86046;4,87903E+11;75,39;9,70880699;0,9;;22,83397629;11,46851828;14,43797594;38,09523773;37,1428566;8,736
Argentina;2022;15,39692505;;;;;12,57861558;3,989131085;13650,60463;6,31133E+11;76,064;;0,6;;21,96401534;11,15206569;17,32845727;36,320755;41,98113251;6,805
Argentina;2023;15,79853445;;;;;;-2,436251114;13730,51471;6,40591E+11;;;;;;;;;;6,139
Brazil;1974;9,329838754;88,84941;45,2598114;;9,20786953;;5,606682803;;;58,881;;;;;;;;;
Brazil;1975;10,18518003;89,01631;47,40999985;;10,19130993;;2,715858847;;;59,353;;;;;;;;;
Brazil;1976;10,48709455;92,72167;50,57408142;;10,14850044;;7,695060336;;;59,792;;;;;;;;;1,92
Brazil;1977;9,426307445;92,7657;53,28255844;;10,38547993;;2,490663546;;;60,24;;;;;;;;;2,32
Brazil;1978;9,680528521;92,12849;54,60406113;;10,65367985;;2,518506258;;;60,72;;;;;;;;;2,36
Brazil;1979;9,900438591;93,76834;;;11,07868004;;4,272242164;;;61,253;;;;;;;;;2,76
Brazil;1980;9,106317447;89,00044;;;11,31122017;;6,662997479;;;61,781;;;;;;;;;
Brazil;1981;9,518741601;94,4668;;;11,08658981;;-6,452870866;;;62,333;;;;;;;;;3,99
Brazil;1982;10,38810162;;;;10,94491005;;-1,450934075;;;62,856;;;;;;;;;4,83
Brazil;1983;10,3559482;89,84488;;;11,03903008;;-5,088346394;;;63,331;;;;;;;;;4,62
Brazil;1984;9,194649875;91,96418;;;;;3,108082048;;;63,773;;;;;;;;;4,04
Brazil;1985;10,43389007;;50,86127853;;;;5,567836511;;;64,198;;;;;;;;;3,38
Brazil;1986;11,15920461;;;;10,43118;;5,288389972;;;64,64;;;;;;;;;2,37
Brazil;1987;12,63745793;;;;10,51834965;;1,478596667;;;65,08;;;;;;;;;3,56
Brazil;1988;13,49295269;;;;10,70112991;;-1,978044868;;;65,454;;;;;;;;;3,79
Brazil;1989;15,49913731;;;;10,73241043;;1,243611572;2875,577715;4,25595E+11;65,868;;;;;;;;;4,145
Brazil;1990;19,29092009;;;;10,7807703;;-6,065555669;2554,368631;3,8496E+11;65,985;;;;;;;;;4,703
Brazil;1991;17,89984408;100;;;11,19688988;;-0,700696276;2233,872651;3,42534E+11;66,31;;;;;;;;;
Brazil;1992;17,06301559;99,08433;;;10,83979034;;-2,179979806;2105,133078;3,28192E+11;66,708;;;;;;;;;7,086
Brazil;1993;17,66402304;95,70886;;;11,09232998;;3,242563272;2324,476145;3,68292E+11;67,109;;;;;;;;;6,03
Brazil;1994;17,86571651;;;;11,34039974;;4,182955815;3263,560237;5,25369E+11;67,568;;;;;;;;;
Brazil;1995;20,92792486;;;;;;2,608090006;4704,959837;7,69333E+11;67,919;;;;;;;;;7,092
Brazil;1996;19,75082652;;;;11,90404987;;0,656502163;5121,905407;8,50426E+11;68,409;;;;;;;56,98924637;50,81967163;8,035
Brazil;1997;19,5352948;;;;;;1,855343025;5240,127176;8,83206E+11;68,813;;;;;;;;;9,003
Brazil;1998;20,07053158;;;;13,46652031;;-1,124442426;5049,764669;8,63711E+11;69,189;;;;;;;56,1497345;49,72677612;10,15
Brazil;1999;19,78269077;;;;14,69579983;;-0,948845923;3456,423303;5,99642E+11;69,524;;;;;;;;;11,125
Brazil;2000;18,76784574;97,87674;;;;;2,970910781;3726,811669;6,55448E+11;69,737;8,33457184;;;;;;57,97872162;59,01639175;
Brazil;2001;19,34329501;97,90624;;;;;0,059648944;3142,23514;5,59984E+11;70,195;8,54963303;;;;;;;;10,649
Brazil;2002;19,80966235;96,90012;;;;;1,760242779;2824,715413;5,09795E+11;70,41;8,69686985;;;;;;58,73015976;56,21621704;10,641
Brazil;2003;19,07747849;95,21936;;;;;-0,051285666;3056,649798;5,58234E+11;70,72;8,18899441;;;;;;59,7883606;59,45946121;11,169
Brazil;2004;18,46758392;;;;;;4,561781957;3623,224462;6,69289E+11;71,131;8,12491989;;;;;;54,67980194;53,73134232;10,072
Brazil;2005;18,89000142;;;;;;2,055571501;4773,268551;8,91634E+11;71,753;8,03539562;;;;;;51,70731735;50,49019623;10,551
Brazil;2006;19,03891694;;;;;;2,847962008;5866,023414;1,10763E+12;72,037;8,24952507;;;;;;53,17073059;40,97560883;9,692
Brazil;2007;18,94298761;;;73,1817;;;4,98082992;7323,191594;1,39711E+12;72,365;8,20182991;;;;;;54,85437012;45,63106918;9,28
Brazil;2008;18,83939287;;;;;;4,061722166;8801,757876;1,69586E+12;72,715;8,01128483;;;;;;57,76699066;51,45631027;8,268
Brazil;2009;19,6506384;;;78,79924;;;-1,073238333;8569,902547;1,667E+12;72,948;8,39480495;;;;;;56,45933151;51,19617081;9,419
Brazil;2010;19,01685784;;;;;;6,522816179;11249,29189;2,20884E+12;73,182;7,94516611;;61,31878046;30,70145308;14,24957596;46,68174125;60,47618866;53,58851624;
Brazil;2011;18,66925694;;;77,95811;;;3,013396273;13200,55623;2,61616E+12;73,343;7,78819132;;59,3416583;31,30647345;14,85129878;48,3111481;63,03317642;49,28910065;7,578
Brazil;2012;18,53010326;;94,32097626;76,39968;43,23085022;;1,007654033;12327,5131;2,46523E+12;73,552;7,73637724;;59,84949;30,79409896;14,33241109;47,08723629;56,39810562;50,23696518;7,251
Brazil;2013;18,89247899;;103,9176788;82,04583;44,33937073;;2,114256452;12258,56571;2,47282E+12;73,918;7,9766016;;57,22840938;30,83633765;14,12530574;47,90286291;54,9763031;51,18483353;7,071
Brazil;2014;19,15353871;;102,6355286;81,92489;47,1568718;;-0,354514802;12071,40446;2,45604E+12;74,306;8,39644146;;58,45727111;32,06939945;13,49007452;49,02006017;44,23077011;47,11538315;6,755
Brazil;2015;19,77681996;;100,920517;81,68909;48,43404007;;-4,358317179;8783,215424;1,80221E+12;74,332;8,90929985;;67,53755403;36,92441983;13,62962937;49,08464827;40,95238113;45,7142868;8,538
Brazil;2016;20,37929743;;102,5695114;82,32779;48,33333969;;-4,057423002;8680,736469;1,79569E+12;74,442;9,16901493;5,7;73,41880381;36,49160113;13,71043098;52,72476103;39,52381134;43,80952454;11,58
Brazil;2017;20,1619047;;103,0159607;81,72855;50,02674866;;0,523296589;9896,718895;2,06351E+12;74,827;9,47124863;6,2;83,66920265;36,24765387;13,60522852;51,1938737;35,7142868;40;12,792
Brazil;2018;19,89508778;;105,0070724;;51,19168854;;0,978938493;9121,020995;1,91693E+12;75,109;9,46475029;6;86,60788412;35,45399989;13,94010799;50,26090672;38,09523773;33,33333206;12,33
Brazil;2019;19,98358129;;103,9532776;;52,62406158;;0,448280407;8845,324149;1,87329E+12;75,338;9,61449146;6,1;92,56525319;34,78745284;13,73769484;52,76121441;40;41,90476227;11,936
Brazil;2020;20,13515302;;104,1259995;;54,57279968;;-3,918004172;6923,699912;1,47611E+12;74,009;10,18235016;;98,70988195;38,48116103;12,71938786;54,40428967;37,61904907;34,76190567;13,697
Brazil;2021;18,54758836;;106,6519012;;56,83061981;;4,210300254;7794,880979;1,67065E+12;72,75;9,89072323;;85,01150367;31,79387854;14,13667513;54,79686169;34,2857132;33,80952454;13,159
Brazil;2022;18,40221272;;;;60,39062119;8,842517762;2,544332854;9065,497334;1,95192E+12;73,425;;4,1;79,10232189;34,13446098;14,72584792;61,24354489;32,07546997;30,6603775;9,231
Brazil;2023;18,2188135;;;;;;2,381177724;10043,62392;2,17367E+12;;;;;;;;;;7,947
Bolivia;1974;9,394184552;;;;;;0,649968718;419,1062006;2101300000;48,446;;;;;;;;;6,1
Bolivia;1975;10,48048547;;37,56393814;;;;4,925063968;469,1897618;2405900000;48,826;;;;;;;;;5,2
Bolivia;1976;10,84566558;;;;;;2,289045727;521,1985077;2733350000;49,264;;;;;;;;;5,3
Bolivia;1977;11,72790759;;;;;;2,631401583;601,9947736;3229050000;49,734;;;;;;;;;5,3
Bolivia;1978;12,68716258;;;;;;-0,220741448;685,3827068;3760100000;50,181;;;;;;;;;5,5
Bolivia;1979;15,06706574;;;;;;-2,084218351;803,9562383;4510500000;50,665;;;;;;;;;5,6
Bolivia;1980;13,84155187;;;;;;-3,533238559;775,8542123;4450368037;51,181;;;;;;;;;6,1
Bolivia;1981;13,29067434;;;;;;-1,894807976;985,5871896;5778487837;51,619;;;;;;;;;10,16
Bolivia;1982;11,8016428;;;;;;-5,993135352;934,7813827;5600385568;52,053;;;;;;;;;11,6
Bolivia;1983;9,028303942;;;;;;-6,072428329;884,552229;5414008064;52,405;;;;;;;;;14,19
Bolivia;1984;13,30959908;;;;;;-2,296700007;986,7846311;6169304492;52,971;;;;;;;;;14,66
Bolivia;1985;10,56129958;;;;;;-3,735115386;842,0902334;5377276657;53,446;;;;;8,258114092;3,172978506;;;19,28
Bolivia;1986;9,447474897;;;;;;-4,610740654;607,0827722;3959383520;53,929;;;;11,97145433;8,019954529;2,375880714;;;19,76
Bolivia;1987;11,12570753;;;;;;0,318505713;652,7057594;4347956338;54,492;;;;12,16757962;7,949052567;4,26640383;;;20,32
Bolivia;1988;11,38651598;;;;;;0,752142046;675,7147352;4597611710;55,156;;;;11,67923727;7,280551476;8,27507309;;;18
Bolivia;1989;11,94065921;;;;;;1,623456369;678,6414025;4715973437;55,772;;;;13,06453712;7,094743205;10,40417499;;;10,1
Bolivia;1990;11,75548158;;;;;;2,467411575;685,9427177;4867582598;56,422;;;;14,19206572;7,236224593;9,243847875;;;6,69
Bolivia;1991;12,07473086;;;;;;3,105994961;737,521442;5343262457;57,097;;;;14,52844115;7,932729575;9,547341372;;;6,59
Bolivia;1992;12,87050163;;;;;;-0,408970621;763,2606089;5643868749;57,629;;;;17,56200121;8,899788616;9,003674969;;;5,52
Bolivia;1993;13,37043667;;;;;;2,195240038;760,1176818;5734699489;58,418;;;;20,37739178;9,516345401;8,837429112;;;5,99
Bolivia;1994;13,5679064;;;;;;2,637063079;777,4160359;5981222859;58,989;;;59,17172417;18,97610045;10,04546843;4,934802968;;;3,08
Bolivia;1995;13,57262015;;;;;;2,705928464;856,3650535;6715161732;59,534;;;57,41137939;17,70680035;9,722329494;4,215060625;;;3,69
Bolivia;1996;13,32726662;;;;;;2,429446093;925,8492101;7396949126;60,084;;;47,88280662;18,83226288;12,29385252;9,027672438;25,2688179;49,72677612;5,23
Bolivia;1997;13,903529;;;;;;3,042141914;973,9626322;7925736821;60,752;;;46,53650541;19,68885401;12,62034602;9,97412284;;;2,08
Bolivia;1998;14,21887081;;69,40039063;;;;3,136997548;1025,409495;8497494652;61,332;;;47,07519259;19,67629728;13,54652915;9,740177839;40,64171219;53,55191422;
Bolivia;1999;14,79789254;;74,71456146;;;;-1,383429233;981,7529782;8285064435;61,871;;;56,25758298;20,50412027;12,03978519;12,261336;;;3,93
Bolivia;2000;14,53929951;;72,75763702;62,3867;;;0,675361125;977,3294177;8397855485;62,346;4,39554119;;60,10919774;20,55364901;12,33080288;11,29903798;40,42553329;46,44808578;4,47
Bolivia;2001;15,72413022;;75,78627014;65,13454;;;-0,099986843;930,8756843;8141516928;62,843;4,82522202;;68,33985276;24,24491693;11,78254605;10,01961227;;;5,24
Bolivia;2002;15,96789024;;80,63069916;69,4617;;;0,706590426;888,198576;7905485146;63,306;4,89645052;;;28,78443546;13,18410498;11,25873571;22,22222137;45,40540695;5,48
Bolivia;2003;16,52114142;;83,46972656;72,04412;;;0,933272881;892,3553416;8082399640;63,635;5,19709635;;;28,20763789;12,97300032;11,12412507;23,28042412;44,86486435;
Bolivia;2004;16,2585362;;86,3809967;74,14804;;;2,377208378;951,9516229;8773451752;64,004;4,86315727;;;27,21119872;15,0163488;11,40952436;24,63054276;32,83581924;4,17
Bolivia;2005;15,9745575;;87,42555237;74,68435;;;2,627411949;1018,313725;9549122905;64,386;5,07408142;;;25,98315306;16,2151641;14,01515432;24,39024353;29,41176414;5,45
Bolivia;2006;14,35423266;;86,59062958;74,05262;;;2,981967715;1200,068042;11451844902;64,779;4,66087532;;;23,93803925;16,81616816;15,23462626;39,51219559;27,80487823;5,08
Bolivia;2007;14,0586525;;86,04959869;73,1655;;;2,75018668;1351,035182;13120108008;65,027;4,6968894;;;21,81104336;16,96486574;14,7839643;39,80582428;32,03883362;5,18
Bolivia;2008;13,27737469;;85,36837769;72,09962;;;4,328171136;1687,578497;16674276286;65,446;4,60677242;;;;;;35,92232895;30,58252335;2,603
Bolivia;2009;14,70876484;95,03648;83,75238037;72,78282;;;1,601456455;1725,146286;17339992194;65,88;5,17444515;;;;;;29,18660355;33,49282455;2,973
Bolivia;2010;13,83121845;93,9977;88,95220184;72,78318;;;2,375335576;1922,058571;19649723722;66,162;5,20230532;;;;;;40;36,84210587;
Bolivia;2011;13,77710153;95,01185;86,17041779;72,385;;;3,453673773;2304,982462;23963164697;66,534;5,17306805;12,7;;;;;34,12322235;40,75829315;2,255
Bolivia;2012;13,43962697;96,5149;88,13652802;73,56987;;;3,39719644;2562,466784;27084497482;66,705;5,2539444;11,7;;;;;27,48815155;43,12796021;2,066
Bolivia;2013;13,84151434;96,29121;89,92642212;75,20722;;;5,069795424;2853,797162;30659338886;67,021;5,57465124;11;;;;;35,0710907;42,65402985;2,437
Bolivia;2014;14,70704664;96,97341;90,59773254;75,86576;;;3,783187059;3022,462884;32996188017;67,163;5,89613628;10,8;;;;;30,28846169;28,84615326;2,021
Bolivia;2015;17,49525823;97,2006;91,79682159;76,68761;;;3,220538823;2975,648811;33000198249;67,318;6,55064964;10,2;;;;;26,66666603;29,04761887;3,111
Bolivia;2016;17,4582522;96,59641;91,86393738;76,9402;;;2,663074214;3013,502707;33941126194;67,628;6,83333063;11,4;;;;;24,2857151;32,38095093;3,498
Bolivia;2017;17,02164003;97,30542;90,684021;76,1901;;;2,623303336;3280,008214;37508642171;67,701;6,4901948;9,6;;;;;26,66666603;36,66666794;3,655
Bolivia;2018;17,52564469;;90,00900269;76,55438;;;2,684797339;3471,006951;40287647931;67,748;6,60399437;8,6;;;;;27,61904716;39,52381134;3,519
Bolivia;2019;18,143092;;90,06549072;;;;0,737697155;3472,380831;40895322851;67,841;6,88792992;5,6;;;;;25,7142849;21,90476227;3,682
Bolivia;2020;19,73863445;;90,00482941;;;;-9,952404845;3068,812555;36629843806;64,467;8,0225811;6,6;;;;;22,38095284;24,76190567;7,903
Bolivia;2021;19,33698458;;91,49610901;;;;4,852474889;3345,023002;40406111693;63,63;8,15972805;4,5;;;;;20,47619057;23,80952454;5,089
Bolivia;2022;19,08991605;;91,46736908;;;23,07819182;2,379798264;3600,121635;44008282880;64,928;;;;;;;20,75471687;31,60377312;3,552
Bolivia;2023;19,27916206;;;;;;1,083512337;3700,978338;45849832906;;;;;;;;;;
Chile;1974;15,74537737;88,09404;59,79901886;;14,01556015;;0,770067493;1547,798245;16209693232;64,901;;;;24,03864265;16,33795193;29,93630573;;;
Chile;1975;15,68520646;86,48078;58,94305038;;14,13652992;;-14,27731315;716,3445515;7621570062;66,279;;;;27,70868627;20,6011544;27,62645914;;;14,69
Chile;1976;13,98082549;91,47108;59,19115067;;12,39443016;;2,243719598;956,8486225;10338624019;65,855;;;;25,66646022;18,39775425;19,37172775;;;12,75
Chile;1977;14,57379078;;61,17544937;;11,92549038;;8,78354503;1273,087701;13965595122;67,402;;;;27,21099977;18,75577342;18,47190215;;;11,83
Chile;1978;14,42988934;;62,51924133;;11,62084007;;6,077650174;1435,841297;15992038535;68,074;;;;26,95947559;18,68081482;18,7691657;;;14,26
Chile;1979;14,29613582;;64,34326172;;11,09834003;;6,820629739;1929,00724;21806136346;68,186;;;;24,13358352;17,9453589;24,39794168;;;13,63
Chile;1980;12,44806607;;64,10048676;;12,48945999;;6,428492616;2531,573261;29036709872;68,84;;;;24,20896586;19,04662355;28,1376049;;;10,46
Chile;1981;12,98310668;;64,40637207;;;;4,989543452;2965,37426;34509878044;69,909;;;;25,45239288;20,12058615;24,43500739;;;11,35
Chile;1982;15,77888445;94,81749;64,39602661;;13,2062397;;-12,29395306;1653,986333;19529291465;70,299;;;;30,72887091;19,75349856;27,7199733;;;19,6
Chile;1983;14,34981813;;68,91087341;;14,71057034;;-6,358547872;1700,162365;20362016672;70,011;;;;29,06825168;18,84345471;20,26338429;;;14,65
Chile;1984;13,47116546;;71,48365784;;15,40657997;;2,636150281;1619,374375;19671768024;70,46;;;;29,7165247;20,0281873;15,92899775;;;13,91
Chile;1985;12,22774722;;74,38408661;;16,01576996;;2,502571849;1437,375712;17717662228;71,176;;;;25,73844036;18,13121158;16,4064921;;;
Chile;1986;12,58092149;;75,7795105;;17,2744503;;3,793755847;1510,016989;18897110626;71,81;;;;24,03797315;17,97950397;16,33780464;;;8,71
Chile;1987;10,88199331;;;;17,98510933;;4,799998672;1750,264117;22250729667;72,54;;;;21,09005851;16,80831626;14,48169989;;;
Chile;1988;10,36425381;;79,06244659;;18,77193069;;5,636639573;2015,930285;26042571616;72,456;;;;19,25058831;14,37403174;17,91882933;;;6,23
Chile;1989;10,0873312;;77,12477875;;;;8,163167844;2280,265388;29936735491;72,467;;;;17,70936194;13,94036449;18,24197957;;;5,29
Chile;1990;9,754708883;;73,91429901;;;;1,674318522;2483,560863;33137824762;72,574;;;;16,8206083;13,30738435;17,69911504;;;5,63
Chile;1991;9,66571147;;91,60128784;;20,82073975;;6,062941176;2790,616555;37846188228;73,574;;;;17,12810939;15,22796307;24,56536217;;;5,23
Chile;1992;9,673892844;;91,67990112;;23,65411949;;9,389369283;3333,958668;45949608552;74,135;;;;16,59373675;15,74288974;24,08763297;;;4,35
Chile;1993;10,03354285;;73,02144623;;25,87706947;;4,943403873;3520,932956;49287378599;74,195;;;;16,59825824;16,31458996;23,35547263;;;4,49
Chile;1994;9,9486964;;;;26,70593071;;3,461190719;4010,970991;56998601184;74,614;;;;15,98163956;15,62474421;23,53849607;;;5,87
Chile;1995;9,829099681;;;;27,33246994;;7,375838248;5094,393489;73444831671;74,609;;;17,37231577;15,12415692;15,10075395;22,68281598;;;4,7
Chile;1996;11,30423878;98,56956;;;29,23197937;;5,351007611;5376,770578;78584098983;74,899;;;14,58447614;15,7384446;16,06054266;23,59364398;90,32257843;86,88524628;7,414
Chile;1997;11,43764382;;;;30,22875977;;5,986326529;5789,705048;85741415285;75,596;;;12,77982318;15,86497447;15,78110096;22,95785349;;;7,136
Chile;1998;11,80758644;;79,33351898;;32,18946838;;2,878669136;5467,188187;81990010704;75,669;;;12,1152964;17,22639417;15,77128965;24,04768545;86,09626007;84,15300751;7,307
Chile;1999;12,6522046;;82,0896225;;35,5736618;;-1,454255616;4980,010802;75578685736;76,018;;;13,27700701;18,71400385;15,09495708;22,60157532;;;11,158
Chile;2000;12,59092587;;86,90135956;;35,43132019;;3,772356977;5102,968761;78339750722;76,87;7,00020742;;13,14564;20,1386805;16,07240363;28,17536408;91,48936462;82,51366425;10,491
Chile;2001;12,64309768;;;;;;2,009936512;4610,592695;71574739561;76,773;7,09733057;;;20,05712306;15,91312577;27,19236092;;;10,39
