Country Name;Time;General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS];Progression to secondary school (%) [SE.SEC.PROG.ZS];School enrollment, secondary (% gross) [SE.SEC.ENRR];School enrollment, secondary (% net) [SE.SEC.NENR];School enrollment, tertiary (% gross) [SE.TER.ENRR];Present value of external debt (% of GNI) [DT.DOD.PVLX.GN.ZS];GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG];GDP per capita (current US$) [NY.GDP.PCAP.CD];GDP (current US$) [NY.GDP.MKTP.CD];Life expectancy at birth, total (years) [SP.DYN.LE00.IN];Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS];Multidimensional poverty headcount ratio (World Bank) (% of population) [SI.POV.MPWB];Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS];Expense (% of GDP) [GC.XPN.TOTL.GD.ZS];Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS];Taxes on income, profits and capital gains (% of total taxes) [GC.TAX.YPKG.ZS];Control of Corruption: Percentile Rank [CC.PER.RNK];Government Effectiveness: Percentile Rank [GE.PER.RNK];Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]
Peru;2012;10,87121234;99,14629;95,98838043;75,31964;;;5,169761905;6475,720443;1,9265E+11;74,544;4,73488665;9,2;19,21665946;17,9177885;16,5466871;44,33699663;43,12796021;47,86729813;3,238
Peru;2013;11,50093091;94,46829;101,042099;79,99309;;;4,8333478;6697,187747;2,01176E+11;74,967;4,7487607;8,1;18,39442038;18,95835133;16,43300669;40,87701181;39,8104248;49,28910065;3,575
Peru;2014;12,40209038;95,45288;99,29489899;79,52639;;;1,319201257;6614,83082;2,00786E+11;75,333;4,96445227;7,2;19,5653896;20,51142191;16,72092668;42,13038897;31,73077011;42,30769348;3,208
Peru;2015;12,96557338;94,94114;99,5942688;79,18143;;;2,048956732;6180,119268;1,89803E+11;75,621;4,96122217;6,8;22,86555447;20,56758237;14,91965132;38,53036643;31,90476227;40;3,272
Peru;2016;13,1636888;93,79209;101,3446808;82,80666;73,33019257;;2,547867082;6163,860425;1,91898E+11;75,789;4,95967245;6,6;23,70625643;19,18802694;13,78754764;41,67389855;40,95238113;42,8571434;3,741
Peru;2017;13,2122752;95,42862;100,2095718;85,58522;71,24655151;;0,985513944;6676,308793;2,11008E+11;75,879;4,8808279;6,3;24,74833951;20,15027847;13,17434165;40,55187026;35,23809433;44,2857132;3,691
Peru;2018;13,07744249;;98,60951996;89,30975;;;2,037249793;6912,103988;2,22597E+11;76,009;5,15967131;5,1;25,72900096;19,88925175;14,28637131;39,80022626;31,4285717;40,47618866;3,492
Peru;2019;13,24437259;;97,70298004;;;;0,306641969;6956,495749;2,28346E+11;76,156;5,17916393;4,6;26,52660503;20,66191186;14,52540406;39,76770636;34,2857132;46,66666794;3,379
Peru;2020;15,81810304;;97,53279114;;;;-12,21668659;6047,475464;2,0141E+11;73,665;6,28521156;7;34,76491504;26,90654027;13,22109096;41,0107047;32,8571434;40,47618866;7,179
Peru;2021;13,74826385;;98,16481018;;;;11,97435919;6713,662054;2,26354E+11;72,377;6,15173197;4,1;35,24525371;22,84419092;15,92254473;39,2369604;28,5714283;39,52381134;5,097
Peru;2022;13,37195833;;99,12198639;;;16,58671042;1,7174899;7239,111311;2,46489E+11;73,385;;4;;;;;22,16981125;35,37735748;4,291
Peru;2023;13,67366698;;102,2919998;;;;-1,427735046;7789,870975;2,67603E+11;;;;;;;;;;4,899
Paraguay;1974;5,491706196;;19,45684052;;5,861020088;;5,724377586;503,5627284;1333475397;63,233;;;;;;;;;
Paraguay;1975;6,286527444;;19,89963913;;7,417369843;;4,231697;556,7615863;1511420635;63,445;;;;;;;;;
Paraguay;1976;6,265736748;;20,99739075;;;;4,899844269;610,560506;1698960317;63,705;;;;;;;;;
Paraguay;1977;6,203435352;;23,04030037;;;;8,765546332;733,4654067;2092158730;63,941;;;;;;;;;
Paraguay;1978;6,665798563;;24,55373001;;;;9,272804112;875,3533728;2559857143;64,132;;;;;;;;;
Paraguay;1979;5,739650743;;26,08361053;;;;9,063369603;1139,14806;3416777778;64,448;;;;;;;;;5,69
Paraguay;1980;6,197063478;;27,52170944;;9,382069588;;8,827756761;1444,694522;4448087302;64,749;;;;;;;;;4,11
Paraguay;1981;6,861260722;;28,70504951;;9,706990242;;6,258129819;1778,053821;5624515873;65,023;;;;;;;;;
Paraguay;1982;7,092152393;;29,97398949;;9,416819572;;-4,077581707;1666,650808;5419411765;65,385;;;;;;;;;5,61
Paraguay;1983;7,239117941;;31,48789024;;10,70328045;;-5,69902504;1696,913066;5673248726;65,614;;;;;;;;;8,25
Paraguay;1984;6,677187492;;32,45627975;;10,00189972;;-0,01306925;1309,658013;4502462807;65,966;;;;;;;;;7,33
Paraguay;1985;6,678313022;;32,08015823;;9,3332901;;1,637520927;928,4262743;3282449236;66,315;;;;;;;;;5,13
Paraguay;1986;6,835551499;;31,58848;;8,980239868;;2,062764266;1024,193149;3723993943;66,656;;;;;;;;;6,1
Paraguay;1987;7,339000223;;31,0816803;;8,479689598;;4,618061656;1062,046435;3971044724;67,012;;;;;;;;;5,51
Paraguay;1988;6,279171688;;31,27024078;;8,381130219;;3,011929165;1106,971847;4255683528;67,319;;;;;;;;;4,72
Paraguay;1989;6,475188473;;31,32228088;;8,249190331;;4,043454822;1204,096538;4757732200;67,469;;;;;;;;;5,62
Paraguay;1990;6,164947036;;32,41197968;;8,598500252;;1,355337243;1431,8392;5812114523;67,944;;;;;;;;;5,8
Paraguay;1991;6,639623991;;32,77484131;;;;0,792061039;1675,713643;6984367763;68,173;;;;;;;;;5,1
Paraguay;1992;8,033211175;;35,39390182;;;;-0,896597874;1673,448372;7157424031;68,395;;;;;;;;;4,98
Paraguay;1993;8,670014847;;39,42998123;;10,7760601;;2,325009421;1652,804321;7249533620;68,633;;;;;;;;;5,06
Paraguay;1994;8,883257229;;41,37252045;33,22648;;;2,761897608;1750,935478;7870982005;68,824;;;;;;;;;4,41
Paraguay;1995;8,871356948;;44,3042984;;9,797690392;;4,302637511;1968,352487;9062131475;69,009;;;;;;;;;3,4
Paraguay;1996;9,626218655;;46,90692902;38,07619;9,903010368;;-0,748828995;2077,484829;9788391781;69,202;;;;;;;10,21505356;19,12568283;8,15
Paraguay;1997;10,18395679;;50,48852158;;;;1,935515327;2068,208378;9965225678;69,325;;;;;;;;;5,36
Paraguay;1998;10,29084069;91,12815;54,72816849;42,79821;;;-2,069316536;1880,893165;9260481572;69,478;;;;;;;2,673796892;15,8469944;4,417
Paraguay;1999;9,890652475;95,08576;61,43326187;45,66068;14,19427967;;-3,379211906;1758,260193;8837070236;69,634;;;;;;;;;5,343
Paraguay;2000;10,40507198;92,8425;64,66156006;;17,20842934;;-4,178473563;1728,340743;8855705140;69,75;6,01865244;;;;;;1,06382978;14,75409794;7,61
Paraguay;2001;9,481143611;91,73631;68,4785614;51,65877;19,31450081;;-2,503241441;1630,190846;8495806432;69,9;5,60815811;;;;;;;;6,206
Paraguay;2002;8,396864299;92,12732;70,13722229;52,87572;28,35104942;;-1,439257091;1361,249281;7196260657;70,025;4,75770569;;;;;;2,645502567;10,27027035;9,393
Paraguay;2003;7,936374297;91,59757;67,78810883;54,13995;26,99925995;;3,020120633;1436,764904;7691367471;70,297;4,90703917;;;;;;3,174603224;16,21621704;6,814
Paraguay;2004;7,587244004;90,23344;69,14933014;56,20782;27,23759079;;2,845729149;1776,932258;9624440836;70,481;4,93224335;;;;;;3,940886736;15,42288589;6,513
Paraguay;2005;8,118924169;;69,09065247;57,02914;27,92188072;;1,004272268;1960,514766;10737500188;70,527;4,82934713;;;12,27873413;8,264764504;17,37893297;4,878048897;25,49019623;4,825
Paraguay;2006;8,304484704;88,3729;68,778862;57,42306;;;3,712646975;2426,417098;13429430050;70,781;5,01927567;;;12,36495113;8,350504183;15,18560714;9,756097794;18,53658485;5,277
Paraguay;2007;7,671423789;89,2943;69,00337982;58,11186;31,27533913;;4,375543134;3194,262982;17856393235;71,106;5,02042723;;;11,48275169;7,837877891;17,44173722;7,766990185;20,87378693;4,713
Paraguay;2008;7,430067452;90,13311;70,41034698;59,36683;37,12458038;;5,458654921;4360,429109;24615267664;71,384;5,03776026;;;10,8129075;8,0940723;18,09644231;16,5048542;20,38834953;4,415
Paraguay;2009;9,13708153;91,99547;71,36509705;59,90882;40,00434113;;-1,265526561;3920,186071;22355151162;71,635;5,52496862;;;12,5773872;8,327582817;23,71729608;22,96650696;20,57416344;5,46
Paraguay;2010;9,061375267;92,9802;73,04197693;60,94171;37,78504944;;9,823414633;4725,726341;27260886405;71,887;5,46593952;8,6;;11,83911954;8,871213476;18,2988173;26,66666603;19,61722565;4,569
Paraguay;2011;10,06062398;94,45507;75,62741089;62,70972;;;2,942162242;5776,281848;33756238767;72,131;5,82225847;6;;13,08328189;9,366835103;19,69854398;25,59241676;21,32701492;4,67
Paraguay;2012;11,72544845;;82,53314209;65,88458;;;-2,038731097;5617,104918;33271921136;72,454;6,53144598;5;;15,7041029;9,457778351;20,85021859;21,32701492;21,32701492;4,086
Paraguay;2013;11,2997504;;75,3809967;;;;6,80851345;6410,814703;38501122141;72,757;6,0642848;3,1;;14,36188111;8,929362568;20,85338939;14,21800995;21,32701492;4,385
Paraguay;2014;11,54884576;;;;;;3,830497925;6629,416993;40377929296;72,878;6,62719059;3,9;;14,00136105;9,74517638;20,9675947;15,38461494;17,30769157;5,034
Paraguay;2015;11,80317505;;;;;;1,503457647;5861,401895;36211447840;73,191;6,69165802;2,9;;14,82834798;9,642274697;21,55630369;14,76190472;14,76190472;4,556
Paraguay;2016;11,36299067;;82,36054993;;;;2,792759759;5759,042198;36089700223;73,534;6,67556572;2,8;;15,42161439;9,559063337;22,5536404;24,76190567;21,4285717;5,255
Paraguay;2017;11,10767878;;;;;;3,345815987;6136,058301;38997129474;73,644;6,60902548;1,8;;14,46614685;9,956474414;23,13390712;24,76190567;20;6,138
Paraguay;2018;11,5202343;;;;;;1,795951631;6242,961454;40225448341;73,568;6,74497652;2,6;;16,13048441;10,07505858;22,6437399;19,04761887;31,90476227;6,217
Paraguay;2019;11,94626871;;75,85600281;;;;-1,724202051;5807,838794;37925338329;73,621;7,16081905;1,8;;20,35023013;9,995756075;25,41504482;19,52380943;32,38095093;6,595
Paraguay;2020;12,64447284;;84,78762054;;;;-2,148477897;5353,348065;35432178068;73,182;7,67533064;1,4;;18,4727987;9,514999286;26,15327389;21,4285717;32,8571434;7,548
Paraguay;2021;12,01363169;;84,28800964;;;;2,696256138;5959,441794;39950899939;70,262;8,03277016;1,3;;16,74006949;9,794253598;26,15951607;16,66666603;28,09523773;7,311
Paraguay;2022;11,85912696;;82,01078796;;;29,87842534;-0,960716726;6187,06603;41952910858;70,475;;1,8;;16,53541586;10,26613639;29,10613285;15,09433937;29,71698189;6,755
Paraguay;2023;12,01834975;;75,72100067;;;;3,481335716;6260,455191;42956263544;;;;;;;;;;5,794
Uruguay;1974;15,03873208;;64,03455353;;12,00459957;;2,290900417;1433,787561;4091438980;69,193;;;;21,92591933;12,71035527;12,60945709;;;8,1
Uruguay;1975;14,01466313;;61,43115997;;14,69102001;;5,418686877;1231,921867;3538014311;69,335;;;;22,51295664;12,23612691;11,05371901;;;
Uruguay;1976;14,39706708;;61,53042984;;;;3,247131281;1268,625833;3667716535;69,523;;;;22,92994682;15,52333454;10,26595745;;;
Uruguay;1977;12,73568869;;60,05566025;;17,27666092;;0,819631166;1414,201589;4114374866;69,746;;;;21,82065431;15,84769476;12,24422442;;;
Uruguay;1978;12,83502558;;58,47227097;;;;4,779270456;1678,330434;4910526316;69,999;;;;21,47003831;16,02307268;11,816839;;;
Uruguay;1979;11,98255416;;57,38452148;;16,36912918;;5,661427388;2442,07733;7181487624;70,279;;;;18,14047274;14,44700072;12,51844565;;;
Uruguay;1980;12,452822;;;;15,4558897;;5,376812015;3440,528158;10162460046;70,582;;;;20,18242159;15,82577762;15,28919956;;;7,3
Uruguay;1981;14,44309339;;62,87028885;;17,17408943;;1,137512945;3725,003216;11048642639;70,901;;;;23,76979069;16,73906481;10,65577877;;;6,6
Uruguay;1982;15,70432388;;63,89582062;;22,36734009;;-10,1548641;3081,047394;9179000938;71,223;;;;27,78540179;14,00555378;8,939300354;;;11,7
Uruguay;1983;14,53063086;;66,98531342;;23,83769035;;-10,69714549;1704,56591;5102251571;71,539;;;;24,63924285;15,12129764;12,5895483;;;
Uruguay;1984;13,59333963;;70,23116302;56,16876;;;-1,634562121;1612,31926;4850267475;71,841;;;;24,49648833;13,86925665;9,572063087;;;9,94
Uruguay;1985;14,44705351;;71,83097076;;;;0,930956149;1564,707926;4732017873;72,123;;;;23,86811846;15,94975265;11,28531573;;;
Uruguay;1986;14,32827708;;74,4485321;;;;8,202038607;1933,481231;5880112788;72,381;;;;24,13085982;16,76322844;12,11646167;;;10,7
Uruguay;1987;13,22436161;;74,64070129;;;;7,372389393;2408,632599;7367494080;72,613;;;;23,14484464;15,96544635;11,5753324;;;9,1
Uruguay;1988;12,17722816;;77,30867004;;;;0,855353327;2668,674091;8213538369;72,82;;;;22,43980614;15,18910308;12,63605062;;;
Uruguay;1989;12,34240306;;78,30587006;;29,13153076;;0,446963211;2724,097434;8438951476;73,002;;;;22,87255219;14,53217809;10,89539112;;;
Uruguay;1990;12,09731814;;81,07595825;;29,94813919;;-0,317980081;2983,244161;9298807850;73,162;;;31,59596304;21,91303257;16,2025864;9,931895573;;;8,53
Uruguay;1991;11,96184233;;83,58889771;;30,4862709;;2,932443968;3574,111621;11206176651;73,305;;;24,59057576;23,36104697;16,79324032;8,875427969;;;8,95
Uruguay;1992;11,5840772;;82,42215729;;27,83912086;;7,303314325;4083,463272;12878148791;73,441;;;23,60477732;25,03210263;17,24085747;10,6611078;;;8,96
Uruguay;1993;12,17544881;;81,75319672;;;;2,074468171;4729,928639;15002136971;73,579;;;21,87914304;28,888046;19,38949411;11,17411026;;;8,35
Uruguay;1994;11,87145492;;82,106987;;;;6,669323981;5478,022002;17474588896;73,728;;;24,53018807;30,17345876;19,03440938;10,78261906;;;9,04
Uruguay;1995;11,83920081;;83,86920166;;;;-2,011426953;6014,918523;19297663097;73,896;;;;27,10395535;16,87875803;15,5270793;;;10,02
Uruguay;1996;12,8109852;;87,22466278;;29,64221001;;4,978087652;6358,162863;20515458114;74,088;;;;27,8050542;17,35110223;21,11216831;82,25806427;71,03825378;11,93
Uruguay;1997;11,04162636;75,56576;;;;;7,93099829;7386,511422;23969739234;74,298;;;;26,31559472;16,78079246;18,83722155;;;11,44
Uruguay;1998;10,89804101;;90,35578918;;35,0865593;;3,954631868;7780,678349;25385886978;74,527;;;;26,08158536;16,98284177;19,69344585;82,88770294;69,39891052;9,362
Uruguay;1999;12,19134738;87,34071;92,88530731;;33,29317093;;-2,009892883;7314,490951;23983945191;74,769;;;;26,44237976;15,27828517;23,93444201;;;10,466
Uruguay;2000;12,35604875;81,46546;96,85112762;;33,84144974;;-2,324954543;6932,478134;22823270892;75,025;9,21095848;;;26,55093188;14,69913704;25,11332282;82,44680786;66,12021637;12,627
Uruguay;2001;12,49204212;83,55271;100,6732407;;37,77915955;;-4,097996634;6331,156602;20898761742;75,285;9,79864407;;40,64333486;27,27020301;15,30598158;12,46628092;;;15,052
Uruguay;2002;12,34779435;83,43322;105,9184189;;39,58322906;;-7,885543449;4115,154549;13606515723;75,54;9,68134308;;95,26786072;27,89109917;15,77767622;11,36378723;82,01058197;72,43243408;16,648
Uruguay;2003;11,98908859;82,49444;109,8031921;;41,76296997;;0,690750521;3638,943591;12045638352;75,785;9,61753464;;105,6027809;27,912726;17,2060059;9,249317238;82,53968048;65,94594574;16,661
Uruguay;2004;11,00501857;82,0382;108,2588577;;42,76560974;;4,890119116;4130,100115;13686329890;76,007;8,30145359;;85,42559412;26,59172531;17,84620462;13,7651371;81,28078461;63,18407822;12,98
Uruguay;2005;10,935458;82,87763;102,7509537;;44,38367081;;7,334976049;5233,457171;17362857684;76,194;7,75686073;;76,11445971;26,55718215;17,89692197;15,73534205;81,95121765;68,13725281;12,009
Uruguay;2006;11,28526386;78,52602;102,3182831;;45,33998108;;3,953910787;5942,126749;19741420740;76,362;7,74287462;;68,46070459;26,64358102;18,83230642;16,12253009;83,9024353;66,34146118;10,844
Uruguay;2007;11,48018318;88,41726;92,91506195;67,65482;50,39213181;;6,337655625;7149,374634;23797773024;76,498;7,49349833;;57,55998188;26,0616997;18,11094259;18,4683546;88,83495331;71,35922241;9,403
Uruguay;2008;12,21308649;82,26391;88,04734039;69,47614;51,0627594;;6,936003351;9328,065708;31119602539;76,623;8,12533188;;55,86657947;24,98316582;17,80020132;29,02469036;89,80582428;69,90291595;8,026
Uruguay;2009;12,94379407;81,28521;89,2928772;71,36421;50,94380951;;3,993184323;9780,739618;32708319078;76,738;7,9498806;;47,69550144;28,20026654;18,12269905;27,91174708;84,68899536;71,29186249;7,74
Uruguay;2010;12,64589595;;98,66429901;;51,88843155;;7,53025567;12512,59413;41950361212;76,858;7,91117048;0,4;42,46663881;28,25187239;18,13641902;28,5715297;85,7142868;71,29186249;7,158
Uruguay;2011;12,76045865;;101,5601807;73,45892;52,55582047;;4,881023872;14975,56282;50342406067;76,983;7,94897985;0,3;43,20741688;27,7352833;18,19877349;27,27958771;87,67772675;69,19431305;6,307
Uruguay;2012;13,27383449;;102,9772263;74,70228;54,70690918;;3,246526464;16087,25208;54232266359;77,111;8,06757545;0,3;41,02823475;28,8425661;17,79187445;28,07484256;88,62559509;64,9289093;6,451
Uruguay;2013;13,52242978;;104,6645203;;59,95125961;;4,326613641;18140,89221;61337621934;77,24;8,11897373;0,3;40,08849438;29,27038879;17,85973973;30,48397372;89,57346344;65,40284729;6,444
Uruguay;2014;13,69639301;;106,469368;76,6716;59,8266983;;2,919729657;18131,57885;61496186974;77,366;8,07319641;0,2;41,28500074;29,58089275;17,27528938;29,22126277;89,90384674;69,2307663;6,547
Uruguay;2015;13,83581;;108,0432968;81,60692;57,78971863;;0,041679877;16950,75317;57680327999;77,483;8,29225731;0,2;47,27655851;29,57587209;17,09561586;30,7997665;89,04762268;69,52381134;7,488
Uruguay;2016;;;112,0325775;83,27916;59,64628983;;1,363677415;16837,94038;57480788380;77,571;8,67535782;0,1;46,45846687;35,22102491;21,73224788;47,21925267;89,04762268;70,95237732;7,841
Uruguay;2017;;;116,472847;88,21273;59,75188828;;1,489637689;18995,39702;65006047680;77,625;8,82179642;0,1;45,07438521;31,24809832;18,0774622;36,69103837;88,09523773;66,66666412;7,89
Uruguay;2018;;;117,7690582;;60,27812958;;0,022997796;19067,29156;65344408987;77,611;9,01452351;0,1;47,34159709;31,91342507;18,32475141;37,59268561;86,66666412;70,47618866;8,336
Uruguay;2019;;;119,8485336;;61,96443176;;0,888322577;18149,05629;62222387929;77,508;9,39027691;0,1;50,13138931;32,06737014;17,86507307;37,6187742;88,09523773;73,33333588;8,734
Uruguay;2020;;;116,9918289;;64,93321991;;-7,398384668;15651,00338;53668636568;78,43;9,13688469;;60,27843187;34,62017757;18,51487175;37,37877304;89,04762268;75,23809814;10,33
Uruguay;2021;;;120,2364883;;75,17138672;;5,648960882;17733,85516;60760798596;75,436;9,3592062;0,1;;;;;91,42857361;75,23809814;9,301
Uruguay;2022;;;120,7649994;;;;4,813286594;20499,24222;70164683290;78;;0,2;;;;;91,98113251;77,35848999;7,877
Uruguay;2023;;;;;;;0,358268517;22564,53246;77240831587;;;;;;;;;;9,458
Venezuela, RB;1974;11,03622788;83,24083;37,72769165;;12,75909996;;-0,893274776;2039,737534;26100930233;66,526;;;;;;;;;
Venezuela, RB;1975;13,0283324;83,24815;39,64635086;;14,22373962;;-0,072519748;2084,38407;27464651163;67,075;;;;;;;;;7,01
Venezuela, RB;1976;14,18181549;83,78816;43,9017601;;15,50072956;;4,632955327;2316,030922;31419534884;67,554;;;;;;;;;6,34
Venezuela, RB;1977;14,2941184;87,81731;46,52054977;;;;3,233479634;2592,914389;36210697674;67,957;;;;;;;;;5,11
Venezuela, RB;1978;13,79468828;87,4347;47,7955513;;17,85738945;;-0,556315888;2735,433885;39316279070;68,313;;;;;;;;;4,98
Venezuela, RB;1979;12,94988375;89,51624;49,11500931;;18,38298988;;-2,067167548;3266,785346;48310930233;68,587;;;;;;;;;5,81
Venezuela, RB;1980;13,36182784;88,26172;50,15467072;;18,99855042;;-7,07256373;3886,573956;59116511628;68,762;;;;;;;;;5,89
Venezuela, RB;1981;14,4538372;88,18925;50,7323494;;19,00361061;;-3,089621332;4241,311872;66327441860;69,442;;;;;;;;;7
Venezuela, RB;1982;14,15311672;88,58644;51,29470825;;20,05302048;;-4,710783046;4214,671632;67736744186;69,723;;;;;;;;;8,05
Venezuela, RB;1983;13,75786597;90,70498;52,48572159;;20,73818016;;-6,317600878;4091,94017;67556279070;70,197;;;;;;;;;11,49
Venezuela, RB;1984;9,977218191;91,20241;53,12950897;;21,88323975;;-1,212408472;3531,346495;59867743468;70,441;;;;;;;;;12,86
Venezuela, RB;1985;10,10851205;90,45998;54,68437958;;21,67565918;;-2,392208361;3560,762222;61965466667;70,596;;;;;;;;;13,16
Venezuela, RB;1986;10,82320738;92,14671;55,42351151;;24,67276955;;3,775750889;3388,195364;60516123711;71,037;;;;;;;;;10,93
Venezuela, RB;1987;9,881680765;90,3465;54,41468048;;23,65901947;;0,938044341;2620,434204;48029034483;71,047;;;;;;;;;9,1
Venezuela, RB;1988;10,18846124;93,12945;54,17742157;;24,61055946;;3,164038143;3203,401445;60226413793;71,252;;;;;;;;;7,28
Venezuela, RB;1989;9,249848215;92,74429;53,47546005;;25,92366028;;-10,82072223;2258,679615;43536709104;71,348;;;;;;;;;9,74
Venezuela, RB;1990;8,143784323;94,22045;53,4818306;;26,96873093;;3,905847448;2461,039355;48606952195;71,532;;;;;;;;;13,96
Venezuela, RB;1991;9,341249294;94,11048;53,90742111;;27,57659912;;7,14950515;2642,780541;53453444787;71,832;;;;;;;;;
Venezuela, RB;1992;8,887026765;92,28219;54,83219147;;27,12157059;;3,630630697;2918,607446;60416519620;71,806;;;;;;;;;
Venezuela, RB;1993;8,268628907;;55,36442947;;;;-1,958390438;2835,687569;60037460783;71,925;;;;;;;;;
Venezuela, RB;1994;6,993986978;;;;;;-4,464584002;2699,464788;58418666667;71,853;;;;;;;;;8,56
Venezuela, RB;1995;6,892789298;;;;;;1,758333116;3500,632677;77389487770;72,143;;;;;;;;;10,24
Venezuela, RB;1996;4,850793279;91,20571;;;;;-2,25304789;3125,237788;70543211119;72,111;;;;;;;22,58064461;34,42623138;11,77
Venezuela, RB;1997;13,53219266;;;;;;4,22181256;3725,988118;85837678560;72,703;;;;;;;;;
Venezuela, RB;1998;13,46771528;;;;;;-1,695532386;3886,039254;91336763255;72,668;;;;;;;22,45989227;23,49726868;
Venezuela, RB;1999;12,3169724;96,09651;56,53952026;48,53344;;;-7,787498607;4087,829348;97972842462;72,254;;;;;;;;;
Venezuela, RB;2000;12,44978451;98,70896;59,61011124;51,45313;27,98362923;;1,7311451;4795,634748;1,17146E+11;72,478;;;;;;;32,97872162;26,22950745;
Venezuela, RB;2001;14,23723891;98,80335;63,73115921;54,80014;;;1,513897608;4940,113903;1,22911E+11;71,201;;;;;;;;;8,83
Venezuela, RB;2002;13,00735479;98,32584;67,76873779;57,32278;37,81758118;;-10,4774248;3667,200194;92893587734;72,662;;;;;;;10,58201027;15,67567539;16,17
Venezuela, RB;2003;12,87077696;98,98654;68,91423035;58,95968;39,54795074;;-9,369276364;3243,368805;83620628582;71,94;;;;;;;10,05290985;17,29729652;16,78
Venezuela, RB;2004;11,95591617;99,79924;71,54325867;61,33545;41,5587883;;16,280063;4287,631579;1,12451E+11;72,514;;;;;;;17,24137878;12,4378109;
Venezuela, RB;2005;11,05590422;99,58137;73,87319183;63,14279;;;8,490127021;5456,322425;1,45513E+11;72,782;;;;;;;16,09756088;18,13725471;10,663
Venezuela, RB;2006;11,71067812;99,24663;76,39743042;66,58989;;;8,115562125;6769,868414;1,83478E+11;72,742;;;;;;;15,1219511;14,14634132;8,606
Venezuela, RB;2007;12,47106949;95,96714;78,76368713;68,83938;;;7,082213076;8369,235268;2,30364E+11;73,058;;;;;;;12,62135887;15,04854393;7,279
Venezuela, RB;2008;11,85800259;97,81162;80,46743011;69,97967;78,7609787;;3,737397826;11310,77817;3,15953E+11;72,436;;;;;;;11,1650486;11,65048504;6,245
Venezuela, RB;2009;13,70029943;97,80642;81,38887787;71,68989;78,7361908;;-4,54882021;11641,79915;3,29788E+11;72,579;;;;;;;10,04784679;16,26794243;6,097
Venezuela, RB;2010;11,20953884;99,51086;81,32969666;71,94629;;;-2,816899035;13692,91497;3,93192E+11;72,89;;;;;;;8,095237732;12,91866016;7,112
Venezuela, RB;2011;11,51779501;98,76286;82,26780701;73,03338;;;2,811795401;10877,11236;3,16482E+11;72,913;;;;;;;11,84834099;12,32227516;6,902
Venezuela, RB;2012;12,19195822;99,47765;84,33918762;74,79369;;;4,284533881;12937,9276;3,81286E+11;73,036;;;;;;;8,056872368;13,74407578;6,601
Venezuela, RB;2013;12,38882101;99,58563;91,78038025;75,07477;;;0,094579108;12433,98079;3,71005E+11;73,196;;;;;;;6,161137581;13,27014256;
Venezuela, RB;2014;14,60335378;98,5652;91,08722687;75,72595;;;-5,025111414;15975,72938;4,82359E+11;72,853;;;;;;;4,807692528;12,01923084;
Venezuela, RB;2015;;97,81687;89,09152222;74,55316;;;;;;73,006;;;;;;;4,761904716;10,95238113;
Venezuela, RB;2016;;98,55073;85,39602661;73,3043;;;;;;72,058;;;;;;;7,142857075;8,095237732;5,319
Venezuela, RB;2017;;;84,10520172;73,24477;;;;;;71,943;;;;;;;6,666666508;6,666666508;5,045
Venezuela, RB;2018;;;;;;;;;;71,979;2,41691327;;;;;;4,285714149;4,285714149;
Venezuela, RB;2019;;;;;;;;;;72,161;2,18563724;;;;;;3,809523821;4,285714149;
Venezuela, RB;2020;;;;;;;;;;71,095;4,08657551;;;;;;3,333333254;1,90476191;7,53
Venezuela, RB;2021;;;;;;;;;;70,554;4,03775549;;;;;;1,90476191;1,90476191;
Venezuela, RB;2022;;;;;;;;;;71,105;;;;;;;1,886792421;5,188679218;
Venezuela, RB;2023;;;;;;;;;;;;;;;;;;;
Suriname;1974;;;38,24340057;;;;0,861130643;1038,859979;409850000;60,841;;;;;;;;;
Suriname;1975;;84,48523;40,55033875;;;;3,424449109;1187,085126;465500000;61,049;;;;;;;;;
Suriname;1976;;92,94665;41,8199501;;;;9,612301178;1298,714645;505500000;61,25;;;;;;;;;
Suriname;1977;;85,62092;43,844841;;;;11,17714989;1662,735543;641500000;61,453;;;;;;;;;
Suriname;1978;;;46,28271103;;;;7,695630881;1925,972479;735500000;61,684;;;;;;;;;
Suriname;1979;;;46,79072952;;;;0,591392353;2073,605715;782500000;61,878;;;;;;;;;
Suriname;1980;;;49,26873016;;;;-8,252963382;2119,367016;795000000;62,034;;;;;;;;;
Suriname;1981;;48,91947;33,42654037;;5,947969913;;6,887144381;2365,24867;889000000;62,251;;;;;;;;;
Suriname;1982;;36,42408;42,4785881;;6,336170197;;-4,56284801;2425,203028;915000000;62,455;;;;;;;;;
Suriname;1983;;32,30119;43,08084869;;6,722630024;;-4,437225263;2328,621619;883500000;62,593;;;;;;;;;
Suriname;1984;;46,89138;43,85387039;;6,529210091;;-2,722506057;2258,132806;864000000;62,872;;;;;;;;;
Suriname;1985;;;51,70312119;;6,215340137;;0,800251052;2254,817639;873000000;63,058;;;;;;;;;
Suriname;1986;;;56,93061829;;5,831110001;;-0,536132037;2270,804237;891000000;62,96;;;;;;;;;16,37
